index,date,to_currency,from_currency,rate
119,2002-06-17 00:00:00,USD,EUR,1.259850127644054
120,2002-06-18 00:00:00,USD,EUR,1.2502388147177914
121,2002-06-19 00:00:00,USD,EUR,1.2364155070405682
122,2002-06-20 00:00:00,USD,EUR,1.2368635524245009
123,2002-06-21 00:00:00,USD,EUR,1.2408307704624797
124,2002-06-24 00:00:00,USD,EUR,1.2777119104166073
125,2002-06-25 00:00:00,USD,EUR,1.2359848202754942
126,2002-06-26 00:00:00,USD,EUR,1.2384725531456664
127,2002-06-27 00:00:00,USD,EUR,1.2721735662819014
128,2002-06-28 00:00:00,USD,EUR,1.2240141060245269
129,2002-07-01 00:00:00,USD,EUR,1.2420014081020427
130,2002-07-02 00:00:00,USD,EUR,1.2505301715718535
131,2002-07-03 00:00:00,USD,EUR,1.2446786540438026
132,2002-07-04 00:00:00,USD,EUR,1.2144913703952105
133,2002-07-05 00:00:00,USD,EUR,1.2051776639318206
134,2002-07-08 00:00:00,USD,EUR,1.2889023888764717
135,2002-07-09 00:00:00,USD,EUR,1.254167683436174
136,2002-07-10 00:00:00,USD,EUR,1.2213255910869534
137,2002-07-11 00:00:00,USD,EUR,1.262576119096407
138,2002-07-12 00:00:00,USD,EUR,1.2205545467604977
139,2002-07-15 00:00:00,USD,EUR,1.2221061816892786
140,2002-07-16 00:00:00,USD,EUR,1.251271135878581
141,2002-07-17 00:00:00,USD,EUR,1.2364053882496124
142,2002-07-18 00:00:00,USD,EUR,1.2413940485968569
143,2002-07-19 00:00:00,USD,EUR,1.2425199877148134
144,2002-07-22 00:00:00,USD,EUR,1.2407086468323734
145,2002-07-23 00:00:00,USD,EUR,1.2374676542686895
146,2002-07-24 00:00:00,USD,EUR,1.2613696885240195
147,2002-07-25 00:00:00,USD,EUR,1.2845674316455398
148,2002-07-26 00:00:00,USD,EUR,1.257406903718891
149,2002-07-29 00:00:00,USD,EUR,1.253273239613801
150,2002-07-30 00:00:00,USD,EUR,1.241395975869937
151,2002-07-31 00:00:00,USD,EUR,1.2386628499120864
152,2002-08-01 00:00:00,USD,EUR,1.247671918389098
153,2002-08-02 00:00:00,USD,EUR,1.2582550452381216
154,2002-08-05 00:00:00,USD,EUR,1.2912865905736712
155,2002-08-06 00:00:00,USD,EUR,1.210097878695634
156,2002-08-07 00:00:00,USD,EUR,1.2552751619651934
157,2002-08-08 00:00:00,USD,EUR,1.2586413184396368
158,2002-08-09 00:00:00,USD,EUR,1.2621714740186418
159,2002-08-12 00:00:00,USD,EUR,1.2397048798091328
160,2002-08-13 00:00:00,USD,EUR,1.2589958510528203
161,2002-08-14 00:00:00,USD,EUR,1.226217825784127
162,2002-08-15 00:00:00,USD,EUR,1.2476196832011617
163,2002-08-16 00:00:00,USD,EUR,1.2541034228394805
164,2002-08-19 00:00:00,USD,EUR,1.2829620114462903
165,2002-08-20 00:00:00,USD,EUR,1.2314156010048485
166,2002-08-21 00:00:00,USD,EUR,1.2633406790924349
167,2002-08-22 00:00:00,USD,EUR,1.2585210127779038
168,2002-08-23 00:00:00,USD,EUR,1.2641074610784395
169,2002-08-26 00:00:00,USD,EUR,1.271637018650159
170,2002-08-27 00:00:00,USD,EUR,1.2413816927682448
171,2002-08-28 00:00:00,USD,EUR,1.2967506703285796
172,2002-08-29 00:00:00,USD,EUR,1.2698019392621869
173,2002-08-30 00:00:00,USD,EUR,1.250965309999338
174,2002-09-02 00:00:00,USD,EUR,1.2230771496212605
175,2002-09-03 00:00:00,USD,EUR,1.2471290506354848
176,2002-09-04 00:00:00,USD,EUR,1.2443898858827145
177,2002-09-05 00:00:00,USD,EUR,1.2589262439923703
178,2002-09-06 00:00:00,USD,EUR,1.2313800621426607
179,2002-09-09 00:00:00,USD,EUR,1.242142931989898
180,2002-09-10 00:00:00,USD,EUR,1.2561444454681607
181,2002-09-11 00:00:00,USD,EUR,1.213168101729949
182,2002-09-12 00:00:00,USD,EUR,1.2703795734117782
183,2002-09-13 00:00:00,USD,EUR,1.2431421909349087
184,2002-09-16 00:00:00,USD,EUR,1.2641726714437675
185,2002-09-17 00:00:00,USD,EUR,1.2593827859683315
186,2002-09-18 00:00:00,USD,EUR,1.248919097349004
187,2002-09-19 00:00:00,USD,EUR,1.262803437161272
188,2002-09-20 00:00:00,USD,EUR,1.230195835661524
189,2002-09-23 00:00:00,USD,EUR,1.2477324131395624
190,2002-09-24 00:00:00,USD,EUR,1.2783222415865083
191,2002-09-25 00:00:00,USD,EUR,1.25981091990039
192,2002-09-26 00:00:00,USD,EUR,1.272359436375781
193,2002-09-27 00:00:00,USD,EUR,1.2365160859435398
194,2002-09-30 00:00:00,USD,EUR,1.2045384123132423
195,2002-10-01 00:00:00,USD,EUR,1.2659424039258893
196,2002-10-02 00:00:00,USD,EUR,1.246210596160419
197,2002-10-03 00:00:00,USD,EUR,1.2520364461274942
198,2002-10-04 00:00:00,USD,EUR,1.2467854335952229
199,2002-10-07 00:00:00,USD,EUR,1.26032435206325
200,2002-10-08 00:00:00,USD,EUR,1.2243172705394487
201,2002-10-09 00:00:00,USD,EUR,1.264865148745877
202,2002-10-10 00:00:00,USD,EUR,1.255708235697384
203,2002-10-11 00:00:00,USD,EUR,1.2471740337596806
204,2002-10-14 00:00:00,USD,EUR,1.2494809346141436
205,2002-10-15 00:00:00,USD,EUR,1.246700735731161
206,2002-10-16 00:00:00,USD,EUR,1.264383380179647
207,2002-10-17 00:00:00,USD,EUR,1.294298420147456
208,2002-10-18 00:00:00,USD,EUR,1.2480931790497698
209,2002-10-21 00:00:00,USD,EUR,1.247553458877361
210,2002-10-22 00:00:00,USD,EUR,1.2363746429163265
211,2002-10-23 00:00:00,USD,EUR,1.2466792553131818
212,2002-10-24 00:00:00,USD,EUR,1.244423882531998
213,2002-10-25 00:00:00,USD,EUR,1.2266284967446317
214,2002-10-28 00:00:00,USD,EUR,1.2316679920247802
215,2002-10-29 00:00:00,USD,EUR,1.225427340989332
216,2002-10-30 00:00:00,USD,EUR,1.2352816282880308
217,2002-10-31 00:00:00,USD,EUR,1.2546929372559432
218,2002-11-01 00:00:00,USD,EUR,1.2898735103198091
219,2002-11-04 00:00:00,USD,EUR,1.2580734635222417
220,2002-11-05 00:00:00,USD,EUR,1.243775449669848
221,2002-11-06 00:00:00,USD,EUR,1.2809346688365275
222,2002-11-07 00:00:00,USD,EUR,1.2483087202924703
223,2002-11-08 00:00:00,USD,EUR,1.2707162510625332
224,2002-11-11 00:00:00,USD,EUR,1.2640649488909637
225,2002-11-12 00:00:00,USD,EUR,1.2552495811205924
226,2002-11-13 00:00:00,USD,EUR,1.2571565004525775
227,2002-11-14 00:00:00,USD,EUR,1.2667841297145732
228,2002-11-15 00:00:00,USD,EUR,1.2657059312704535
229,2002-11-18 00:00:00,USD,EUR,1.234061804045289
230,2002-11-19 00:00:00,USD,EUR,1.270829361708772
231,2002-11-20 00:00:00,USD,EUR,1.2343439363231037
232,2002-11-21 00:00:00,USD,EUR,1.2575051357121128
233,2002-11-22 00:00:00,USD,EUR,1.263628066603946
234,2002-11-25 00:00:00,USD,EUR,1.2312876463242002
235,2002-11-26 00:00:00,USD,EUR,1.2251797758483154
236,2002-11-27 00:00:00,USD,EUR,1.2337683751802344
237,2002-11-28 00:00:00,USD,EUR,1.2520522073413418
238,2002-11-29 00:00:00,USD,EUR,1.2396535325315696
239,2002-12-02 00:00:00,USD,EUR,1.2630947207019665
240,2002-12-03 00:00:00,USD,EUR,1.226497394941762
241,2002-12-04 00:00:00,USD,EUR,1.2780702453600228
242,2002-12-05 00:00:00,USD,EUR,1.2224263025358864
243,2002-12-06 00:00:00,USD,EUR,1.2927621418683022
244,2002-12-09 00:00:00,USD,EUR,1.2495391790678925
245,2002-12-10 00:00:00,USD,EUR,1.244605470836193
246,2002-12-11 00:00:00,USD,EUR,1.2312503442398846
247,2002-12-12 00:00:00,USD,EUR,1.2433146814125884
248,2002-12-13 00:00:00,USD,EUR,1.2532110299180508
249,2002-12-16 00:00:00,USD,EUR,1.269572871685893
250,2002-12-17 00:00:00,USD,EUR,1.250438565196903
251,2002-12-18 00:00:00,USD,EUR,1.24623333461105
252,2002-12-19 00:00:00,USD,EUR,1.2403169922474555
253,2002-12-20 00:00:00,USD,EUR,1.2768110263572894
254,2002-12-23 00:00:00,USD,EUR,1.2239281703251097
255,2002-12-24 00:00:00,USD,EUR,1.2308917163096846
256,2002-12-25 00:00:00,USD,EUR,1.262406267575939
257,2002-12-26 00:00:00,USD,EUR,1.2322071616130053
258,2002-12-27 00:00:00,USD,EUR,1.270147103875567
259,2002-12-30 00:00:00,USD,EUR,1.2123622915708387
260,2002-12-31 00:00:00,USD,EUR,1.2462705575191315
261,2003-01-01 00:00:00,USD,EUR,1.2339841054080385
262,2003-01-02 00:00:00,USD,EUR,1.2543328397617368
263,2003-01-03 00:00:00,USD,EUR,1.2637121878482225
264,2003-01-06 00:00:00,USD,EUR,1.265787891109707
265,2003-01-07 00:00:00,USD,EUR,1.241724030407735
266,2003-01-08 00:00:00,USD,EUR,1.2550549397034465
267,2003-01-09 00:00:00,USD,EUR,1.2512863370189853
268,2003-01-10 00:00:00,USD,EUR,1.242292552640972
269,2003-01-13 00:00:00,USD,EUR,1.2612901874780251
270,2003-01-14 00:00:00,USD,EUR,1.2532845537304569
271,2003-01-15 00:00:00,USD,EUR,1.2564703685098153
272,2003-01-16 00:00:00,USD,EUR,1.2628943907857264
273,2003-01-17 00:00:00,USD,EUR,1.2368137139095778
274,2003-01-20 00:00:00,USD,EUR,1.2644229802592504
275,2003-01-21 00:00:00,USD,EUR,1.2294315386886596
276,2003-01-22 00:00:00,USD,EUR,1.2199542979860478
277,2003-01-23 00:00:00,USD,EUR,1.2777931146136785
278,2003-01-24 00:00:00,USD,EUR,1.246973312424435
279,2003-01-27 00:00:00,USD,EUR,1.233576224637038
280,2003-01-28 00:00:00,USD,EUR,1.2643377649273002
281,2003-01-29 00:00:00,USD,EUR,1.216245623358849
282,2003-01-30 00:00:00,USD,EUR,1.2447382180727815
283,2003-01-31 00:00:00,USD,EUR,1.2587442372243385
284,2003-02-03 00:00:00,USD,EUR,1.2595755982729802
285,2003-02-04 00:00:00,USD,EUR,1.2539670213932457
286,2003-02-05 00:00:00,USD,EUR,1.2617120964980293
287,2003-02-06 00:00:00,USD,EUR,1.261993040934828
288,2003-02-07 00:00:00,USD,EUR,1.2443945501988312
289,2003-02-10 00:00:00,USD,EUR,1.237135710874373
290,2003-02-11 00:00:00,USD,EUR,1.274908752512128
291,2003-02-12 00:00:00,USD,EUR,1.2451656466181578
292,2003-02-13 00:00:00,USD,EUR,1.2706614102131546
293,2003-02-14 00:00:00,USD,EUR,1.2517034482059672
294,2003-02-17 00:00:00,USD,EUR,1.256901195448069
295,2003-02-18 00:00:00,USD,EUR,1.240505532296336
296,2003-02-19 00:00:00,USD,EUR,1.2528402414228
297,2003-02-20 00:00:00,USD,EUR,1.2564796024296183
298,2003-02-21 00:00:00,USD,EUR,1.231502887520058
299,2003-02-24 00:00:00,USD,EUR,1.2308603057271943
300,2003-02-25 00:00:00,USD,EUR,1.2604416867796262
301,2003-02-26 00:00:00,USD,EUR,1.2249052970533332
302,2003-02-27 00:00:00,USD,EUR,1.246832685919462
303,2003-02-28 00:00:00,USD,EUR,1.2680527056773938
304,2003-03-03 00:00:00,USD,EUR,1.2264591218001968
305,2003-03-04 00:00:00,USD,EUR,1.2554441523736837
306,2003-03-05 00:00:00,USD,EUR,1.2158065709985737
307,2003-03-06 00:00:00,USD,EUR,1.2494600637362383
308,2003-03-07 00:00:00,USD,EUR,1.2568091755388302
309,2003-03-10 00:00:00,USD,EUR,1.2342016350653713
310,2003-03-11 00:00:00,USD,EUR,1.2460986446979607
311,2003-03-12 00:00:00,USD,EUR,1.2143237389976689
312,2003-03-13 00:00:00,USD,EUR,1.269159977060355
313,2003-03-14 00:00:00,USD,EUR,1.263565344778035
314,2003-03-17 00:00:00,USD,EUR,1.2290527410407786
315,2003-03-18 00:00:00,USD,EUR,1.2219516077992858
316,2003-03-19 00:00:00,USD,EUR,1.251210750804128
317,2003-03-20 00:00:00,USD,EUR,1.25430607670218
318,2003-03-21 00:00:00,USD,EUR,1.246254861807406
319,2003-03-24 00:00:00,USD,EUR,1.2350142963113462
320,2003-03-25 00:00:00,USD,EUR,1.245933870118658
321,2003-03-26 00:00:00,USD,EUR,1.240157621390809
322,2003-03-27 00:00:00,USD,EUR,1.2930601653931215
323,2003-03-28 00:00:00,USD,EUR,1.2439044133450816
324,2003-03-31 00:00:00,USD,EUR,1.2475645801345208
325,2003-04-01 00:00:00,USD,EUR,1.2418966932853346
326,2003-04-02 00:00:00,USD,EUR,1.2659101731868645
327,2003-04-03 00:00:00,USD,EUR,1.2421804569804096
328,2003-04-04 00:00:00,USD,EUR,1.234359749560237
329,2003-04-07 00:00:00,USD,EUR,1.2425783701320172
330,2003-04-08 00:00:00,USD,EUR,1.2420919909715402
331,2003-04-09 00:00:00,USD,EUR,1.275251602957425
332,2003-04-10 00:00:00,USD,EUR,1.2509295053542286
333,2003-04-11 00:00:00,USD,EUR,1.2690051426780835
334,2003-04-14 00:00:00,USD,EUR,1.2406023502132424
335,2003-04-15 00:00:00,USD,EUR,1.2617613195928925
336,2003-04-16 00:00:00,USD,EUR,1.256297922493112
337,2003-04-17 00:00:00,USD,EUR,1.2333408657028644
338,2003-04-18 00:00:00,USD,EUR,1.240487017263506
339,2003-04-21 00:00:00,USD,EUR,1.3044311774143105
340,2003-04-22 00:00:00,USD,EUR,1.2868262910920136
341,2003-04-23 00:00:00,USD,EUR,1.244144759002075
342,2003-04-24 00:00:00,USD,EUR,1.2261611552911151
343,2003-04-25 00:00:00,USD,EUR,1.236994069257371
344,2003-04-28 00:00:00,USD,EUR,1.2245314828152885
345,2003-04-29 00:00:00,USD,EUR,1.272681846806385
346,2003-04-30 00:00:00,USD,EUR,1.261885120417421
347,2003-05-01 00:00:00,USD,EUR,1.2373052276276562
348,2003-05-02 00:00:00,USD,EUR,1.2303678400371856
349,2003-05-05 00:00:00,USD,EUR,1.2242579191311094
350,2003-05-06 00:00:00,USD,EUR,1.180853775233417
351,2003-05-07 00:00:00,USD,EUR,1.2652127678677811
352,2003-05-08 00:00:00,USD,EUR,1.2398384713178936
353,2003-05-09 00:00:00,USD,EUR,1.2590750067303018
354,2003-05-12 00:00:00,USD,EUR,1.2748363470929531
355,2003-05-13 00:00:00,USD,EUR,1.2002901737744107
356,2003-05-14 00:00:00,USD,EUR,1.243779527695947
357,2003-05-15 00:00:00,USD,EUR,1.2445573935697554
358,2003-05-16 00:00:00,USD,EUR,1.2749603894351489
359,2003-05-19 00:00:00,USD,EUR,1.2514717685205408
360,2003-05-20 00:00:00,USD,EUR,1.258481524962026
361,2003-05-21 00:00:00,USD,EUR,1.232984830632369
362,2003-05-22 00:00:00,USD,EUR,1.2607035279523575
363,2003-05-23 00:00:00,USD,EUR,1.2438524869419536
364,2003-05-26 00:00:00,USD,EUR,1.2770069981727623
365,2003-05-27 00:00:00,USD,EUR,1.2544976186903884
366,2003-05-28 00:00:00,USD,EUR,1.253270472648177
367,2003-05-29 00:00:00,USD,EUR,1.2203071944161428
368,2003-05-30 00:00:00,USD,EUR,1.2517074655874147
369,2003-06-02 00:00:00,USD,EUR,1.2553706912193652
370,2003-06-03 00:00:00,USD,EUR,1.2722368672504312
371,2003-06-04 00:00:00,USD,EUR,1.2537303168832206
372,2003-06-05 00:00:00,USD,EUR,1.2021707734907678
373,2003-06-06 00:00:00,USD,EUR,1.267932997472576
374,2003-06-09 00:00:00,USD,EUR,1.2500440533795587
375,2003-06-10 00:00:00,USD,EUR,1.2553582843093078
376,2003-06-11 00:00:00,USD,EUR,1.2640479691948767
377,2003-06-12 00:00:00,USD,EUR,1.2496197510511156
378,2003-06-13 00:00:00,USD,EUR,1.2114715166965724
379,2003-06-16 00:00:00,USD,EUR,1.243958791500624
380,2003-06-17 00:00:00,USD,EUR,1.2402029236213814
381,2003-06-18 00:00:00,USD,EUR,1.2408018251436936
382,2003-06-19 00:00:00,USD,EUR,1.2552655130467087
383,2003-06-20 00:00:00,USD,EUR,1.2901488845111937
384,2003-06-23 00:00:00,USD,EUR,1.2559162027696968
385,2003-06-24 00:00:00,USD,EUR,1.2735459068710957
386,2003-06-25 00:00:00,USD,EUR,1.2686966395273185
387,2003-06-26 00:00:00,USD,EUR,1.2370542925011732
388,2003-06-27 00:00:00,USD,EUR,1.2324505128927004
389,2003-06-30 00:00:00,USD,EUR,1.2666533756352958
390,2003-07-01 00:00:00,USD,EUR,1.257238530417524
391,2003-07-02 00:00:00,USD,EUR,1.2724582170554275
392,2003-07-03 00:00:00,USD,EUR,1.2407891313588066
393,2003-07-04 00:00:00,USD,EUR,1.2478408039584543
394,2003-07-07 00:00:00,USD,EUR,1.241591035737301
395,2003-07-08 00:00:00,USD,EUR,1.2465924311549377
396,2003-07-09 00:00:00,USD,EUR,1.278099275866023
397,2003-07-10 00:00:00,USD,EUR,1.258471327973968
398,2003-07-11 00:00:00,USD,EUR,1.2356950528444934
399,2003-07-14 00:00:00,USD,EUR,1.2432004576319744
400,2003-07-15 00:00:00,USD,EUR,1.259054314899619
401,2003-07-16 00:00:00,USD,EUR,1.241998277832156
402,2003-07-17 00:00:00,USD,EUR,1.2735361486987535
403,2003-07-18 00:00:00,USD,EUR,1.2795535099439208
404,2003-07-21 00:00:00,USD,EUR,1.2580820879473158
405,2003-07-22 00:00:00,USD,EUR,1.2492947108424304
406,2003-07-23 00:00:00,USD,EUR,1.254829513220369
407,2003-07-24 00:00:00,USD,EUR,1.2281682147004709
408,2003-07-25 00:00:00,USD,EUR,1.2579101279634897
409,2003-07-28 00:00:00,USD,EUR,1.2884013834405383
410,2003-07-29 00:00:00,USD,EUR,1.2639197509943003
411,2003-07-30 00:00:00,USD,EUR,1.238374797981338
412,2003-07-31 00:00:00,USD,EUR,1.2439961586436774
413,2003-08-01 00:00:00,USD,EUR,1.2564575747452793
414,2003-08-04 00:00:00,USD,EUR,1.2152009326418682
415,2003-08-05 00:00:00,USD,EUR,1.2382999368392154
416,2003-08-06 00:00:00,USD,EUR,1.245615031987057
417,2003-08-07 00:00:00,USD,EUR,1.2642034717413506
418,2003-08-08 00:00:00,USD,EUR,1.2435105537079472
419,2003-08-11 00:00:00,USD,EUR,1.2663023787983207
420,2003-08-12 00:00:00,USD,EUR,1.2290378864181428
421,2003-08-13 00:00:00,USD,EUR,1.2624622141570008
422,2003-08-14 00:00:00,USD,EUR,1.2640913586178586
423,2003-08-15 00:00:00,USD,EUR,1.2432138124230891
424,2003-08-18 00:00:00,USD,EUR,1.2783468201028807
425,2003-08-19 00:00:00,USD,EUR,1.2625132490525712
426,2003-08-20 00:00:00,USD,EUR,1.262485224988301
427,2003-08-21 00:00:00,USD,EUR,1.2762204089796931
428,2003-08-22 00:00:00,USD,EUR,1.2696928497758944
429,2003-08-25 00:00:00,USD,EUR,1.2876942801488322
430,2003-08-26 00:00:00,USD,EUR,1.254038907962911
431,2003-08-27 00:00:00,USD,EUR,1.2797488114854398
432,2003-08-28 00:00:00,USD,EUR,1.2658271650564925
433,2003-08-29 00:00:00,USD,EUR,1.2344412737719104
434,2003-09-01 00:00:00,USD,EUR,1.2420943926561474
435,2003-09-02 00:00:00,USD,EUR,1.2254133432992047
436,2003-09-03 00:00:00,USD,EUR,1.25977518306248
437,2003-09-04 00:00:00,USD,EUR,1.2493289579555813
438,2003-09-05 00:00:00,USD,EUR,1.2556141459191923
439,2003-09-08 00:00:00,USD,EUR,1.263246748593812
440,2003-09-09 00:00:00,USD,EUR,1.2605404599008678
441,2003-09-10 00:00:00,USD,EUR,1.2474508782958988
442,2003-09-11 00:00:00,USD,EUR,1.2461930305251192
443,2003-09-12 00:00:00,USD,EUR,1.2501852585823583
444,2003-09-15 00:00:00,USD,EUR,1.2605565176687534
445,2003-09-16 00:00:00,USD,EUR,1.2645910574056511
446,2003-09-17 00:00:00,USD,EUR,1.2812101246335
447,2003-09-18 00:00:00,USD,EUR,1.24514634427625
448,2003-09-19 00:00:00,USD,EUR,1.2663173445988871
449,2003-09-22 00:00:00,USD,EUR,1.21101754451564
450,2003-09-23 00:00:00,USD,EUR,1.25189902437287
451,2003-09-24 00:00:00,USD,EUR,1.2479013211632066
452,2003-09-25 00:00:00,USD,EUR,1.2454947484707255
453,2003-09-26 00:00:00,USD,EUR,1.2409380728122863
